Alleles Observed-SFS Expected
0 0.998171 0.998171
1 0.001099 0.000868
2 0.000213 0.000288
3 0.000080 0.000130
4 0.000075 0.000072
5 0.000048 0.000046
6 0.000021 0.000033
7 0.000053 0.000026
8 0.000016 0.000021
9 0.000011 0.000018
10 0.000000 0.000016
11 0.000000 0.000015
12 0.000021 0.000014
13 0.000011 0.000013
14 0.000011 0.000012
15 0.000011 0.000011
16 0.000016 0.000011
17 0.000005 0.000010
18 0.000016 0.000010
19 0.000011 0.000009
20 0.000000 0.000009
21 0.000011 0.000009
22 0.000000 0.000008
23 0.000005 0.000008
24 0.000000 0.000008
25 0.000000 0.000008
26 0.000005 0.000008
27 0.000005 0.000007
28 0.000000 0.000007
29 0.000000 0.000007
30 0.000005 0.000007
31 0.000000 0.000007
32 0.000000 0.000007
33 0.000005 0.000007
34 0.000005 0.000006
35 0.000005 0.000006
36 0.000000 0.000006
37 0.000016 0.000006
38 0.000000 0.000006
39 0.000016 0.000006
40 0.000011 0.000006
41 0.000000 0.000006
42 0.000000 0.000006
43 0.000005 0.000006
44 0.000000 0.000006
45 0.000005 0.000006
46 0.000005 0.000006
47 0.000005 0.000006
48 0.000000 0.000006
49 0.000000 0.000006
50 0.000000 0.000003
